,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
284,EMP_285,Rosco Fotitt,"React.js,Git,Communication Skills,React.js,Spring Framework","Rejected,Approved,Approved,Approved,Rejected","React.js,Git,Communication Skills,React.js,Spring Framework","Beginner,Intermediate,Beginner,Intermediate,Advanced","Product Management,Cryptography,Machine Learning,SQL,Product Management,Kubernetes,Troubleshooting,Communication,Cybersecurity,Ruby,Data Analysis,Leadership"
285,EMP_286,Ebenezer Lippard,"TensorFlow,Firebase,Swift,GraphQL,Blockchain Development (Solidity","Approved,Approved,Approved,Rejected,Approved","TensorFlow,Firebase,Swift,GraphQL,Blockchain Development (Solidity","Advanced,Advanced,Intermediate,Intermediate,Advanced","Collaboration,Artificial Intelligence,Django,Agile Product Management,User Stories,Google Cloud Platform,CI/CD,MongoDB,Angular,PHP,Data Science,Problem Solving"
286,EMP_287,Garvin Kopmann,"Technical Proficiency (specific to the employee's field),AWS,Arduino,AWS,Decision-Making Skills","Approved,Rejected,Rejected,Approved,Rejected","Technical Proficiency (specific to the employee's field),AWS,Arduino,AWS,Decision-Making Skills","Intermediate,Beginner,Intermediate,Intermediate,Intermediate","Continuous Integration,Scrum,Penetration Testing,Problem Solving,Containerization,Django,Python,Wireframing,PHP,Penetration Testing,Docker,Interaction Design"
287,EMP_288,Avrit Kealy,"Networking Abilities,React.js,IoT Development,JavaScript,Hibernate","Approved,Rejected,Approved,Rejected,Rejected","Networking Abilities,React.js,IoT Development,JavaScript,Hibernate","Advanced,Beginner,Advanced,Intermediate,Advanced","Vue.js,Docker,MongoDB,GraphQL,Vue.js,Data Analysis,Git,Continuous Deployment,Support,User Stories,Kubernetes,Documentation"
288,EMP_289,Lurette Fairhead,"Teamwork and Collaboration,MongoDB,PostgreSQL,AWS,Selenium","Rejected,Rejected,Approved,Approved,Rejected","Teamwork and Collaboration,MongoDB,PostgreSQL,AWS,Selenium","Intermediate,Advanced,Beginner,Intermediate,Beginner","Kotlin,MySQL,Continuous Deployment,Technical Writing,Containerization,Interaction Design,Objective-C,Swift,Data Visualization,Docker,Troubleshooting,Vue.js"
289,EMP_290,Barbette Wedderburn,"Java,Django,Django,Arduino,Flask","Rejected,Approved,Rejected,Rejected,Rejected","Java,Django,Django,Arduino,Flask","Intermediate,Advanced,Beginner,Beginner,Intermediate","Containerization,Wireframing,Problem Solving,Agile Methodologies,Scrum,Google Cloud Platform,Data Analysis,Java,Data Science,Support,SQL,Statistical Analysis"
290,EMP_291,Wayland Felstead,"Research Skills,Analytical Skills,Figma,Raspberry Pi,Git","Rejected,Rejected,Rejected,Rejected,Approved","Research Skills,Analytical Skills,Figma,Raspberry Pi,Git","Intermediate,Advanced,Intermediate,Beginner,Advanced","MySQL,Business Analysis,Test-Driven Development,Python,Artificial Intelligence,Ruby,Problem Solving,Behavior-Driven Development,Kotlin,PostgreSQL,Azure,Penetration Testing"
291,EMP_292,Zea Doherty,"Decision-Making Skills,Swift,RESTful APIs,Customer Service Skills,Computer Vision","Approved,Approved,Approved,Approved,Rejected","Decision-Making Skills,Swift,RESTful APIs,Customer Service Skills,Computer Vision","Beginner,Beginner,Beginner,Advanced,Beginner","Flask,Cryptography,Product Management,Troubleshooting,Behavior-Driven Development,Kubernetes,CI/CD,Containerization,CSS,Python,Continuous Integration,GraphQL"
292,EMP_293,Deeyn Hubane,"Django,Communication Skills,Time Management,Kubernetes,Raspberry Pi","Approved,Rejected,Rejected,Approved,Approved","Django,Communication Skills,Time Management,Kubernetes,Raspberry Pi","Intermediate,Beginner,Beginner,Beginner,Advanced","CI/CD,Artificial Intelligence,Technical Writing,Cybersecurity,SQL,Scrum,Troubleshooting,Scrum,Docker,JavaScript,RESTful API,UI/UX Design"
293,EMP_294,Creigh Somerton,"Customer Service Skills,Decision-Making Skills,Big Data Technologies (Hadoop,PostgreSQL,Spring Framework","Approved,Rejected,Rejected,Approved,Approved","Customer Service Skills,Decision-Making Skills,Big Data Technologies (Hadoop,PostgreSQL,Spring Framework","Beginner,Beginner,Intermediate,Intermediate,Intermediate","Kotlin,React,User Stories,Scrum,Support,NoSQL,Machine Learning,Penetration Testing,User Stories,Django,Network Security,Swift"
294,EMP_295,Pauletta Lange,"Communication Skills,Selenium,Express.js,Creativity and Innovation,Git","Rejected,Approved,Approved,Approved,Approved","Communication Skills,Selenium,Express.js,Creativity and Innovation,Git","Advanced,Intermediate,Beginner,Beginner,Advanced","User Research,Machine Learning,Troubleshooting,Django,Continuous Deployment,Agile Methodologies,Wireframing,UI/UX Design,Technical Writing,Documentation,PHP,SQL"
295,EMP_296,Annmarie Fern,"AWS,Flask,Customer Service Skills,Flask,Raspberry Pi","Approved,Approved,Rejected,Approved,Rejected","AWS,Flask,Customer Service Skills,Flask,Raspberry Pi","Beginner,Advanced,Beginner,Beginner,Advanced","HTML,Python,Google Cloud Platform,Continuous Integration,Communication,GraphQL,Wireframing,Swift,Support,Agile Product Management,C#,Objective-C"
296,EMP_297,Rudie Bampkin,"Creativity and Innovation,Arduino,Hibernate,JIRA,Teamwork and Collaboration","Rejected,Rejected,Approved,Approved,Rejected","Creativity and Innovation,Arduino,Hibernate,JIRA,Teamwork and Collaboration","Intermediate,Intermediate,Beginner,Advanced,Advanced","Leadership,Data Science,Test-Driven Development,Leadership,Objective-C,Collaboration,UI/UX Design,PHP,Accessibility,Angular,Java,Containerization"
297,EMP_298,Fey Skehan,"SQL,Jenkins,Firebase,UI/UX Design Principles,Google Cloud Platform","Approved,Rejected,Rejected,Rejected,Rejected","SQL,Jenkins,Firebase,UI/UX Design Principles,Google Cloud Platform","Beginner,Intermediate,Intermediate,Beginner,Advanced",".NET,Test-Driven Development,React,JavaScript,Flask,Leadership,Penetration Testing,Angular,Support,Penetration Testing,Machine Learning,C#"
298,EMP_299,Harriett Bromehead,"RESTful APIs,Android Studio,Selenium,React.js,Kotlin","Rejected,Rejected,Approved,Rejected,Rejected","RESTful APIs,Android Studio,Selenium,React.js,Kotlin","Advanced,Intermediate,Intermediate,Advanced,Beginner","Scrum,Flask,Microservices,SQL,AWS,Data Analysis,Statistical Analysis,Network Security,Data Visualization,DevOps,Data Visualization,Business Analysis"
299,EMP_300,Star Belding,"JavaScript,Communication Skills,Git,Spring Framework,Node.js","Rejected,Rejected,Approved,Rejected,Approved","JavaScript,Communication Skills,Git,Spring Framework,Node.js","Beginner,Advanced,Beginner,Beginner,Advanced","Artificial Intelligence,Scrum,Data Science,Agile Product Management,Django,Python,Flask,Leadership,RESTful API,PHP,Problem Solving,Continuous Deployment"
300,EMP_301,Carolyn Saunton,"Firebase,Spark),HTML/CSS,AWS,Decision-Making Skills","Approved,Rejected,Rejected,Rejected,Approved","Firebase,Spark),HTML/CSS,AWS,Decision-Making Skills","Intermediate,Intermediate,Beginner,Beginner,Advanced","MySQL,Continuous Deployment,SQL,Angular,Git,HTML,Problem Solving,Flask,User Stories,Leadership,.NET,Problem Solving"
301,EMP_302,Goldarina Garroway,"Analytical Skills,PyTorch,Arduino,Blockchain Development (Solidity,Communication Skills","Approved,Rejected,Rejected,Approved,Approved","Analytical Skills,PyTorch,Arduino,Blockchain Development (Solidity,Communication Skills","Beginner,Advanced,Advanced,Advanced,Beginner","Java,Objective-C,RESTful API,Google Cloud Platform,Data Analysis,Leadership,Cybersecurity,GraphQL,JavaScript,Artificial Intelligence,Agile Methodologies,Data Analysis"
302,EMP_303,Hank Renol,"Analytical Skills,Customer Service Skills,Spring Framework,IoT Development,AWS","Rejected,Rejected,Approved,Approved,Approved","Analytical Skills,Customer Service Skills,Spring Framework,IoT Development,AWS","Beginner,Advanced,Advanced,Advanced,Beginner","Troubleshooting,DevOps,User Research,React,Information Security,Test-Driven Development,Leadership,MongoDB,Vue.js,Requirements Analysis,Agile Methodologies,HTML"
303,EMP_304,Benedikta Eisenberg,"TensorFlow,Research Skills,Research Skills,Android Studio,React.js","Rejected,Approved,Rejected,Approved,Rejected","TensorFlow,Research Skills,Research Skills,Android Studio,React.js","Advanced,Intermediate,Beginner,Beginner,Intermediate","CI/CD,Ruby,Microservices,Data Analysis,User Research,Ruby,Flask,Python,Data Visualization,Collaboration,Kotlin,Support"
304,EMP_305,Kaile McKintosh,"Express.js,Technical Proficiency (specific to the employee's field),Angular,Networking Abilities,Kubernetes","Rejected,Rejected,Approved,Rejected,Approved","Express.js,Technical Proficiency (specific to the employee's field),Angular,Networking Abilities,Kubernetes","Beginner,Advanced,Beginner,Advanced,Beginner","Penetration Testing,MySQL,Cybersecurity,SQL,NoSQL,Google Cloud Platform,Node.js,Documentation,Wireframing,Requirements Analysis,CSS,NoSQL"
305,EMP_306,Ara Esslement,"Spring Framework,Android Studio,Problem-Solving Skills,Kotlin,Kotlin","Rejected,Rejected,Rejected,Rejected,Rejected","Spring Framework,Android Studio,Problem-Solving Skills,Kotlin,Kotlin","Beginner,Intermediate,Advanced,Advanced,Beginner","Scrum,Ruby,Agile Product Management,Continuous Deployment,Wireframing,NoSQL,MySQL,Statistical Analysis,PostgreSQL,Node.js,Continuous Deployment,CSS"
306,EMP_307,Norina Manhood,"Oracle,MongoDB,Google Cloud Platform,Spring Framework,TensorFlow","Rejected,Approved,Rejected,Approved,Approved","Oracle,MongoDB,Google Cloud Platform,Spring Framework,TensorFlow","Beginner,Beginner,Advanced,Beginner,Beginner","Python,Requirements Analysis,MySQL,C#,Cryptography,Angular,Wireframing,Angular,PostgreSQL,Troubleshooting,HTML,Agile Product Management"
307,EMP_308,Yevette Llorens,"React.js,Xcode,Communication Skills,Hibernate,Kotlin","Rejected,Approved,Rejected,Approved,Approved","React.js,Xcode,Communication Skills,Hibernate,Kotlin","Advanced,Beginner,Beginner,Intermediate,Beginner","HTML,SQL,Support,Cryptography,Git,SQL,PostgreSQL,Interaction Design,Wireframing,Google Cloud Platform,Continuous Deployment,Cryptography"
308,EMP_309,Wade Carlucci,"MySQL,Xcode,Swift,Attention to Detail,Scikit-learn","Rejected,Approved,Rejected,Rejected,Rejected","MySQL,Xcode,Swift,Attention to Detail,Scikit-learn","Beginner,Advanced,Advanced,Intermediate,Intermediate","Artificial Intelligence,Azure,CI/CD,Machine Learning,Accessibility,PostgreSQL,C#,Business Analysis,Penetration Testing,Communication,Kotlin,Agile Methodologies"
309,EMP_310,Hasheem Field,"Node.js,Selenium,Leadership Abilities,Git,Networking Abilities","Approved,Approved,Rejected,Approved,Rejected","Node.js,Selenium,Leadership Abilities,Git,Networking Abilities","Intermediate,Intermediate,Beginner,Beginner,Beginner","Continuous Integration,Leadership,Ruby,Containerization,Technical Writing,Support,RESTful API,Flask,Business Analysis,Data Science,JavaScript,Test-Driven Development"
310,EMP_311,Gerrard Bogies,"Android Studio,MongoDB,Firebase,Kotlin,Node.js","Rejected,Approved,Rejected,Approved,Rejected","Android Studio,MongoDB,Firebase,Kotlin,Node.js","Intermediate,Beginner,Beginner,Beginner,Intermediate","Data Analysis,MySQL,Accessibility,React,Cryptography,MySQL,Behavior-Driven Development,Communication,CSS,Vue.js,Continuous Deployment,Wireframing"
311,EMP_312,Tabbie Blomefield,"Swift,Docker,Firebase,Problem-Solving Skills,Creativity and Innovation","Rejected,Rejected,Approved,Approved,Rejected","Swift,Docker,Firebase,Problem-Solving Skills,Creativity and Innovation","Intermediate,Advanced,Beginner,Intermediate,Beginner","MongoDB,Continuous Integration,Python,Cryptography,MySQL,Ruby,DevOps,Continuous Deployment,Penetration Testing,Swift,Microservices,Artificial Intelligence"
312,EMP_313,Lizzy Wreight,"Leadership Abilities,HTML/CSS,Docker,Android Studio,Teamwork and Collaboration","Approved,Approved,Approved,Approved,Rejected","Leadership Abilities,HTML/CSS,Docker,Android Studio,Teamwork and Collaboration","Advanced,Beginner,Beginner,Beginner,Intermediate","Data Visualization,NoSQL,Data Science,Django,User Stories,Cybersecurity,RESTful API,DevOps,Scrum,HTML,Docker,Technical Writing"
313,EMP_314,Paulie Weatherby,"Problem-Solving Skills,MySQL,Natural Language Processing (NLP),IoT Development,Attention to Detail","Approved,Approved,Rejected,Approved,Rejected","Problem-Solving Skills,MySQL,Natural Language Processing (NLP),IoT Development,Attention to Detail","Beginner,Beginner,Advanced,Beginner,Advanced","Information Security,Azure,.NET,Scrum,Cryptography,PHP,Penetration Testing,Agile Product Management,Interaction Design,Responsive Design,User Stories,Product Management"
314,EMP_315,Malcolm Drissell,"Django,MySQL,Express.js,Technical Proficiency (specific to the employee's field),Time Management","Rejected,Approved,Approved,Approved,Rejected","Django,MySQL,Express.js,Technical Proficiency (specific to the employee's field),Time Management","Intermediate,Beginner,Advanced,Advanced,Intermediate","Containerization,Kubernetes,Java,Vue.js,PHP,MySQL,Behavior-Driven Development,User Stories,UI/UX Design,CSS,Business Analysis,DevOps"
315,EMP_316,Jennie Uebel,"Xcode,Docker,Ethereum),Adobe XD,MySQL","Approved,Approved,Rejected,Approved,Rejected","Xcode,Docker,Ethereum),Adobe XD,MySQL","Intermediate,Beginner,Advanced,Intermediate,Intermediate","PostgreSQL,JavaScript,Continuous Integration,Wireframing,Agile Product Management,CSS,Interaction Design,Prototyping,Microservices,Business Analysis,Containerization,C#"
316,EMP_317,Mindy Toop,"Google Cloud Platform,Git,TensorFlow,MySQL,Creativity and Innovation","Approved,Rejected,Rejected,Rejected,Approved","Google Cloud Platform,Git,TensorFlow,MySQL,Creativity and Innovation","Advanced,Intermediate,Advanced,Intermediate,Beginner","HTML,User Stories,Swift,Technical Writing,.NET,Git,Test-Driven Development,Python,AWS,Documentation,GraphQL,Data Analysis"
317,EMP_318,Elliot Davion,"Google Cloud Platform,AWS,Kubernetes,Arduino,Analytical Skills","Approved,Rejected,Rejected,Approved,Approved","Google Cloud Platform,AWS,Kubernetes,Arduino,Analytical Skills","Beginner,Intermediate,Beginner,Advanced,Advanced","Microservices,Continuous Integration,User Research,Agile Methodologies,Kotlin,Requirements Analysis,Vue.js,CI/CD,User Research,HTML,Artificial Intelligence,Vue.js"
318,EMP_319,Charlotte Siviter,"Spring Framework,Adaptability,UI/UX Design Principles,Git,Kotlin","Rejected,Approved,Approved,Approved,Rejected","Spring Framework,Adaptability,UI/UX Design Principles,Git,Kotlin","Advanced,Intermediate,Beginner,Beginner,Beginner","CSS,PostgreSQL,JavaScript,Kubernetes,Scrum,Artificial Intelligence,Business Analysis,Kubernetes,HTML,Ruby,Data Analysis,Responsive Design"
319,EMP_320,Shadow Philipp,"Google Cloud Platform,Teamwork and Collaboration,Arduino,Selenium,Spark)","Approved,Rejected,Rejected,Approved,Approved","Google Cloud Platform,Teamwork and Collaboration,Arduino,Selenium,Spark)","Advanced,Intermediate,Beginner,Intermediate,Advanced","Requirements Analysis,Troubleshooting,Artificial Intelligence,Product Management,User Research,.NET,JavaScript,Scrum,Information Security,SQL,CI/CD,Agile Product Management"
320,EMP_321,Nolly Webberley,"Technical Proficiency (specific to the employee's field),Decision-Making Skills,PostgreSQL,SQL,Teamwork and Collaboration","Rejected,Rejected,Rejected,Rejected,Rejected","Technical Proficiency (specific to the employee's field),Decision-Making Skills,PostgreSQL,SQL,Teamwork and Collaboration","Advanced,Intermediate,Beginner,Beginner,Advanced","Cybersecurity,Prototyping,GraphQL,Interaction Design,Objective-C,Angular,User Research,.NET,Requirements Analysis,Git,GraphQL,CSS"
321,EMP_322,Bidget Stive,"Jenkins,Kotlin,Technical Proficiency (specific to the employee's field),Blockchain Development (Solidity,Technical Proficiency (specific to the employee's field)","Approved,Approved,Approved,Rejected,Rejected","Jenkins,Kotlin,Technical Proficiency (specific to the employee's field),Blockchain Development (Solidity,Technical Proficiency (specific to the employee's field)","Beginner,Advanced,Beginner,Intermediate,Beginner","Business Analysis,Information Security,Kubernetes,Azure,JavaScript,Business Analysis,Support,Microservices,Wireframing,Accessibility,Agile Methodologies,User Stories"
322,EMP_323,Nye Capaldo,"Flask,Swift,Communication Skills,Node.js,Leadership Abilities","Approved,Rejected,Rejected,Rejected,Approved","Flask,Swift,Communication Skills,Node.js,Leadership Abilities","Beginner,Beginner,Intermediate,Advanced,Intermediate","Cryptography,Interaction Design,Technical Writing,Google Cloud Platform,Node.js,JavaScript,Ruby,UI/UX Design,Behavior-Driven Development,UI/UX Design,Node.js,C#"
323,EMP_324,Regina Brandone,"React.js,RESTful APIs,Networking Abilities,Django,Creativity and Innovation","Rejected,Rejected,Approved,Rejected,Rejected","React.js,RESTful APIs,Networking Abilities,Django,Creativity and Innovation","Beginner,Intermediate,Advanced,Advanced,Advanced","Cybersecurity,C#,Agile Product Management,Machine Learning,C#,HTML,CI/CD,Responsive Design,Kotlin,MongoDB,Git,Requirements Analysis"
324,EMP_325,Hurlee Sketcher,"UI/UX Design Principles,Teamwork and Collaboration,Teamwork and Collaboration,Leadership Abilities,Customer Service Skills","Rejected,Approved,Rejected,Rejected,Approved","UI/UX Design Principles,Teamwork and Collaboration,Teamwork and Collaboration,Leadership Abilities,Customer Service Skills","Advanced,Intermediate,Intermediate,Beginner,Intermediate","GraphQL,Flask,Kotlin,Problem Solving,.NET,Ruby,Docker,Angular,Kubernetes,Test-Driven Development,Flask,MongoDB"
325,EMP_326,Yule McDonagh,"Time Management,Python,Hibernate,Big Data Technologies (Hadoop,Node.js","Approved,Approved,Approved,Approved,Approved","Time Management,Python,Hibernate,Big Data Technologies (Hadoop,Node.js","Advanced,Advanced,Beginner,Beginner,Beginner","Business Analysis,Microservices,Responsive Design,Swift,HTML,PostgreSQL,.NET,JavaScript,PHP,Containerization,MongoDB,Machine Learning"
326,EMP_327,Federica Honnan,"Node.js,TensorFlow,Azure,Leadership Abilities,Arduino","Approved,Approved,Approved,Approved,Rejected","Node.js,TensorFlow,Azure,Leadership Abilities,Arduino","Intermediate,Beginner,Beginner,Beginner,Intermediate","Support,Continuous Integration,Agile Methodologies,DevOps,Problem Solving,PHP,Cybersecurity,Product Management,Support,Requirements Analysis,Objective-C,Kotlin"
327,EMP_328,Barbie Severn,"Scikit-learn,Selenium,Adaptability,Python,Decision-Making Skills","Approved,Approved,Rejected,Rejected,Approved","Scikit-learn,Selenium,Adaptability,Python,Decision-Making Skills","Beginner,Advanced,Intermediate,Beginner,Intermediate","Containerization,Business Analysis,Prototyping,Communication,User Research,Vue.js,AWS,Azure,PHP,Troubleshooting,MySQL,Test-Driven Development"
328,EMP_329,Eran Leggatt,"Docker,Customer Service Skills,MySQL,Problem-Solving Skills,Python","Rejected,Approved,Rejected,Rejected,Approved","Docker,Customer Service Skills,MySQL,Problem-Solving Skills,Python","Beginner,Beginner,Beginner,Advanced,Beginner","AWS,Containerization,Behavior-Driven Development,Business Analysis,Objective-C,HTML,Agile Methodologies,Collaboration,Scrum,Business Analysis,Accessibility,Containerization"
329,EMP_330,Arlette Smolan,"Angular,Kotlin,Computer Vision,Computer Vision,Angular","Rejected,Rejected,Approved,Approved,Approved","Angular,Kotlin,Computer Vision,Computer Vision,Angular","Intermediate,Beginner,Intermediate,Beginner,Intermediate","Objective-C,MySQL,React,Test-Driven Development,Problem Solving,Objective-C,Communication,Penetration Testing,Statistical Analysis,Data Science,Product Management,MySQL"
330,EMP_331,Gilli Limer,"Python,Docker,GraphQL,Hibernate,Kubernetes","Approved,Approved,Rejected,Approved,Rejected","Python,Docker,GraphQL,Hibernate,Kubernetes","Advanced,Advanced,Advanced,Beginner,Advanced","Cryptography,Java,Azure,Problem Solving,SQL,MongoDB,Data Visualization,Statistical Analysis,Node.js,Kubernetes,Prototyping,PHP"
331,EMP_332,Ilene Nealon,"Kubernetes,Flask,Customer Service Skills,Raspberry Pi,Java","Rejected,Approved,Approved,Rejected,Rejected","Kubernetes,Flask,Customer Service Skills,Raspberry Pi,Java","Intermediate,Intermediate,Beginner,Beginner,Intermediate","SQL,Angular,Node.js,Agile Methodologies,Penetration Testing,RESTful API,HTML,Troubleshooting,Responsive Design,Java,React,Behavior-Driven Development"
332,EMP_333,Colin Wildblood,"Docker,Adobe XD,Decision-Making Skills,Scikit-learn,Computer Vision","Rejected,Approved,Rejected,Approved,Approved","Docker,Adobe XD,Decision-Making Skills,Scikit-learn,Computer Vision","Advanced,Advanced,Intermediate,Beginner,Intermediate","PHP,Behavior-Driven Development,JavaScript,Artificial Intelligence,Penetration Testing,AWS,Business Analysis,Vue.js,Data Visualization,AWS,Machine Learning,Data Science"
333,EMP_334,Sascha Ricciardiello,"JavaScript,Selenium,Technical Proficiency (specific to the employee's field),Spring Framework,Spring Framework","Approved,Approved,Approved,Rejected,Approved","JavaScript,Selenium,Technical Proficiency (specific to the employee's field),Spring Framework,Spring Framework","Advanced,Intermediate,Beginner,Beginner,Beginner","Collaboration,CI/CD,Wireframing,Artificial Intelligence,Kubernetes,MySQL,CI/CD,Responsive Design,Business Analysis,Kotlin,Continuous Integration,Vue.js"
334,EMP_335,Leila Merwood,"Technical Proficiency (specific to the employee's field),IoT Development,Kubernetes,Android Studio,Angular","Approved,Rejected,Rejected,Approved,Rejected","Technical Proficiency (specific to the employee's field),IoT Development,Kubernetes,Android Studio,Angular","Beginner,Advanced,Advanced,Beginner,Intermediate","Test-Driven Development,Requirements Analysis,Django,Responsive Design,Ruby,Scrum,Ruby,Technical Writing,Problem Solving,.NET,Interaction Design,Ruby"
335,EMP_336,Leda Chewter,"Communication Skills,SQL,MongoDB,Analytical Skills,GraphQL","Approved,Rejected,Rejected,Rejected,Approved","Communication Skills,SQL,MongoDB,Analytical Skills,GraphQL","Intermediate,Beginner,Advanced,Intermediate,Beginner","Leadership,Problem Solving,React,MongoDB,Behavior-Driven Development,JavaScript,Continuous Deployment,Business Analysis,NoSQL,PostgreSQL,Swift,Troubleshooting"
336,EMP_337,Candis Mapplethorpe,"Google Cloud Platform,Git,Technical Proficiency (specific to the employee's field),Problem-Solving Skills,Raspberry Pi","Rejected,Approved,Rejected,Approved,Approved","Google Cloud Platform,Git,Technical Proficiency (specific to the employee's field),Problem-Solving Skills,Raspberry Pi","Beginner,Advanced,Intermediate,Beginner,Advanced","Swift,Troubleshooting,Git,Test-Driven Development,Ruby,Scrum,Continuous Deployment,Agile Methodologies,Data Visualization,Objective-C,Continuous Deployment,JavaScript"
337,EMP_338,Carrissa Niccols,"Scikit-learn,Spring Framework,Decision-Making Skills,TensorFlow,Communication Skills","Approved,Rejected,Rejected,Rejected,Rejected","Scikit-learn,Spring Framework,Decision-Making Skills,TensorFlow,Communication Skills","Intermediate,Intermediate,Advanced,Intermediate,Intermediate","HTML,Penetration Testing,PostgreSQL,Test-Driven Development,Prototyping,Angular,Cryptography,DevOps,Data Analysis,Continuous Deployment,Product Management,Behavior-Driven Development"
338,EMP_339,Chlo Winny,"Android Studio,Project Management Skills,Arduino,Kubernetes,Google Cloud Platform","Rejected,Rejected,Rejected,Rejected,Approved","Android Studio,Project Management Skills,Arduino,Kubernetes,Google Cloud Platform","Advanced,Intermediate,Advanced,Beginner,Advanced","Machine Learning,Kotlin,Responsive Design,PHP,NoSQL,Troubleshooting,Collaboration,Technical Writing,CSS,Technical Writing,Containerization,DevOps"
339,EMP_340,Peria Di Matteo,"PostgreSQL,Computer Vision,Big Data Technologies (Hadoop,Leadership Abilities,Ethereum)","Rejected,Approved,Approved,Rejected,Approved","PostgreSQL,Computer Vision,Big Data Technologies (Hadoop,Leadership Abilities,Ethereum)","Advanced,Beginner,Beginner,Intermediate,Advanced","Cybersecurity,Git,Machine Learning,Product Management,Google Cloud Platform,Cryptography,Data Science,Flask,Continuous Deployment,UI/UX Design,Kubernetes,PostgreSQL"
340,EMP_341,Jory Wainer,"HTML/CSS,Scikit-learn,Decision-Making Skills,Natural Language Processing (NLP),Hibernate","Approved,Approved,Rejected,Rejected,Rejected","HTML/CSS,Scikit-learn,Decision-Making Skills,Natural Language Processing (NLP),Hibernate","Beginner,Intermediate,Beginner,Advanced,Beginner","Containerization,Agile Product Management,Git,Google Cloud Platform,.NET,Statistical Analysis,Network Security,Docker,Data Visualization,Interaction Design,User Stories,Agile Methodologies"
341,EMP_342,Christabel Winslet,"Leadership Abilities,Python,Decision-Making Skills,Spring Framework,Arduino","Rejected,Rejected,Approved,Approved,Rejected","Leadership Abilities,Python,Decision-Making Skills,Spring Framework,Arduino","Advanced,Intermediate,Intermediate,Advanced,Advanced","CSS,Kubernetes,Google Cloud Platform,Documentation,PHP,MongoDB,Data Science,Data Visualization,Agile Methodologies,RESTful API,Behavior-Driven Development,Data Science"
342,EMP_343,Delaney Swanton,"Leadership Abilities,Spring Framework,HTML/CSS,Arduino,Problem-Solving Skills","Rejected,Approved,Approved,Rejected,Rejected","Leadership Abilities,Spring Framework,HTML/CSS,Arduino,Problem-Solving Skills","Beginner,Intermediate,Beginner,Intermediate,Beginner","AWS,Swift,Artificial Intelligence,Scrum,Kotlin,AWS,Continuous Integration,Kubernetes,CI/CD,PostgreSQL,HTML,PHP"
343,EMP_344,Sophey Niemetz,"Figma,Customer Service Skills,Decision-Making Skills,Java,Networking Abilities","Approved,Rejected,Rejected,Approved,Approved","Figma,Customer Service Skills,Decision-Making Skills,Java,Networking Abilities","Intermediate,Intermediate,Advanced,Intermediate,Advanced","User Research,Information Security,Requirements Analysis,MySQL,Flask,MongoDB,Docker,Agile Methodologies,Continuous Deployment,GraphQL,Leadership,Docker"
344,EMP_345,Daphene Gillebert,"Attention to Detail,RESTful APIs,Jenkins,JavaScript,Arduino","Approved,Approved,Rejected,Rejected,Rejected","Attention to Detail,RESTful APIs,Jenkins,JavaScript,Arduino","Beginner,Intermediate,Advanced,Intermediate,Beginner","SQL,GraphQL,Test-Driven Development,CSS,Artificial Intelligence,Python,Agile Product Management,Prototyping,Objective-C,Git,Vue.js,Prototyping"
345,EMP_346,Carolyn Kohlert,"Research Skills,Attention to Detail,HTML/CSS,Firebase,Java","Approved,Approved,Rejected,Rejected,Rejected","Research Skills,Attention to Detail,HTML/CSS,Firebase,Java","Intermediate,Advanced,Intermediate,Intermediate,Beginner","Statistical Analysis,Google Cloud Platform,Support,Problem Solving,Agile Product Management,Microservices,Support,Git,C#,User Stories,Collaboration,Ruby"
346,EMP_347,Phillis Tuhy,"Problem-Solving Skills,Ethereum),Django,MongoDB,Networking Abilities","Approved,Approved,Rejected,Approved,Rejected","Problem-Solving Skills,Ethereum),Django,MongoDB,Networking Abilities","Beginner,Advanced,Advanced,Intermediate,Intermediate","AWS,CSS,Data Analysis,Node.js,NoSQL,Angular,Leadership,NoSQL,Cybersecurity,Microservices,Penetration Testing,Test-Driven Development"
347,EMP_348,Legra Conford,"Time Management,Hibernate,Project Management Skills,Time Management,Django","Rejected,Rejected,Rejected,Approved,Rejected","Time Management,Hibernate,Project Management Skills,Time Management,Django","Intermediate,Intermediate,Intermediate,Beginner,Beginner","MongoDB,Product Management,Azure,Product Management,JavaScript,PostgreSQL,MongoDB,Support,Git,Google Cloud Platform,Artificial Intelligence,Containerization"
348,EMP_349,Osbourn Covely,"Swift,Figma,React.js,Computer Vision,Node.js","Rejected,Rejected,Approved,Approved,Rejected","Swift,Figma,React.js,Computer Vision,Node.js","Advanced,Beginner,Advanced,Advanced,Intermediate","Containerization,C#,Flask,Java,Documentation,Data Visualization,Responsive Design,Azure,SQL,Data Visualization,Information Security,Data Science"
349,EMP_350,Erminie Cudmore,"Technical Proficiency (specific to the employee's field),Attention to Detail,Big Data Technologies (Hadoop,Big Data Technologies (Hadoop,Spark)","Approved,Rejected,Approved,Approved,Rejected","Technical Proficiency (specific to the employee's field),Attention to Detail,Big Data Technologies (Hadoop,Big Data Technologies (Hadoop,Spark)","Advanced,Advanced,Intermediate,Advanced,Advanced","Node.js,Network Security,SQL,Agile Methodologies,Kubernetes,Problem Solving,Java,Statistical Analysis,Leadership,C#,NoSQL,Continuous Integration"
